model_name,f1,accuracy,precision,recall,true_positives,false_positives,true_negatives,false_negatives,timestamp
logistic-regression_remove_stop_words_remove_dots_lowercase_lemmatize,0.06572113613337018,0.8635258358662614,0.006791635643434993,0.046341463414634146,1.9,5.8,282.2,39.1,2024-05-13 16:20:06.232620

logistic-regression_remove_duplicates_remove_stop_words,0.12458182778409732,0.8310030395136778,0.028494129702087333,0.15609756097560973,6.4,21.0,267.0,34.6,2024-05-13 16:20:06.681151

logistic-regression_lemmatize_remove_dots_remove_stop_words_lowercase,0.11246470328262159,0.848936170212766,0.01597623138559244,0.10243902439024391,4.2,12.9,275.1,36.8,2024-05-13 16:20:06.715735

logistic-regression_remove_stop_words_lemmatize_remove_duplicates_remove_dots_lowercase,0.0743074646700112,0.8513677811550153,0.009455520726081598,0.06097560975609756,2.5,10.4,277.6,38.5,2024-05-13 16:20:07.420466

logistic-regression_lowercase_remove_dots_remove_stop_words_remove_duplicates_lemmatize,0.07158555289915142,0.8674772036474163,0.006714823693053286,0.046341463414634146,1.9,4.5,283.5,39.1,2024-05-13 16:20:07.520660

logistic-regression_lemmatize_remove_stop_words_remove_duplicates_remove_dots,0.06712018140589569,0.8702127659574467,0.006396069102743404,0.04390243902439024,1.8,3.5,284.5,39.2,2024-05-13 16:20:08.015768

logistic-regression_lemmatize_lowercase_remove_duplicates,0.08967546848214465,0.8267477203647416,0.022382359112086896,0.10243902439024391,4.2,20.2,267.8,36.8,2024-05-13 16:20:08.887309

logistic-regression_lowercase_lemmatize_remove_duplicates_remove_stop_words_remove_dots,0.0798924207716817,0.8714285714285716,0.008095578094851152,0.056097560975609764,2.3,3.6,284.4,38.7,2024-05-13 16:20:09.335164

logistic-regression_remove_duplicates_remove_stop_words_lemmatize_remove_dots,0.12386308644455382,0.8039513677811551,0.03927051582944521,0.16829268292682925,6.9,30.4,257.6,34.1,2024-05-13 16:20:09.395508

logistic-regression_lowercase_lemmatize_remove_dots,0.17404466337647376,0.7781155015197567,0.03822781836682855,0.2195121951219512,9.0,41.0,247.0,32.0,2024-05-13 16:20:09.563116

logistic-regression_lemmatize_lowercase_remove_dots_remove_duplicates,0.14132696030375008,0.8583586626139817,0.01965141397863977,0.1292682926829268,5.3,10.9,277.1,35.7,2024-05-13 16:20:09.919942

logistic-regression_remove_duplicates_remove_dots_lowercase,0.14913378369005234,0.8386018237082068,0.02158132403660383,0.13902439024390242,5.7,17.8,270.2,35.3,2024-05-13 16:20:09.887680

logistic-regression_remove_stop_words_remove_duplicates_lowercase_lemmatize,0.07525391561271022,0.8534954407294831,0.008416444860030622,0.056097560975609764,2.3,9.5,278.5,38.7,2024-05-13 16:20:10.109987

logistic-regression_remove_stop_words_remove_duplicates_remove_dots_lowercase,0.02869327731092437,0.8696048632218846,0.002462429460792781,0.017073170731707315,0.7,2.6,285.4,40.3,2024-05-13 16:20:10.463090

logistic-regression_lemmatize_remove_dots_lowercase_remove_duplicates_remove_stop_words,0.10984852196610104,0.8620060790273557,0.013077508507743618,0.08780487804878048,3.6,8.0,280.0,37.4,2024-05-13 16:20:10.340251

logistic-regression_lemmatize_remove_stop_words_lowercase_remove_duplicates_remove_dots,0.12478258206397268,0.8650455927051673,0.013860686090806304,0.0951219512195122,3.9,7.3,280.7,37.1,2024-05-13 16:20:10.610148

logistic-regression_lowercase_remove_dots_lemmatize_remove_stop_words,0.13075924036043635,0.8319148936170213,0.025669717381199896,0.15121951219512197,6.2,20.5,267.5,34.8,2024-05-13 16:20:10.995563

logistic-regression_remove_dots_lowercase_remove_stop_words_remove_duplicates_lemmatize,0.1262286997527487,0.8300911854103343,0.02522943649421245,0.14146341463414638,5.8,20.7,267.3,35.2,2024-05-13 16:20:11.656923

logistic-regression_lemmatize_remove_stop_words_remove_duplicates_remove_dots_lowercase,0.08853065922725366,0.8577507598784194,0.011063963862141243,0.07317073170731707,3.0,8.8,279.2,38.0,2024-05-13 16:20:11.433987

logistic-regression_remove_duplicates_remove_dots_remove_stop_words_lowercase_lemmatize,0.09279704119339265,0.866869300911854,0.010642067923688962,0.0731707317073171,3.0,5.8,282.2,38.0,2024-05-13 16:20:11.746512

logistic-regression_remove_duplicates_remove_dots_remove_stop_words_lemmatize_lowercase,0.08083107761541601,0.8617021276595744,0.009853696021981861,0.06585365853658537,2.7,7.2,280.8,38.3,2024-05-13 16:20:11.754469

logistic-regression_remove_duplicates_remove_stop_words_lowercase_remove_dots_lemmatize,0.1010297137544613,0.8440729483282674,0.01391547894044722,0.08780487804878048,3.6,13.9,274.1,37.4,2024-05-13 16:20:12.104438

